  # unexplored nodes    LB at node            LB            UB         Gap at node                 Gap   # columns in pool    # BB Nodes
                 200        428719        428522        442771            3.27752%            3.32505%               17652           258
                 202        428542        428524        442771            3.32024%            3.32465%               17676           260
                 204        428542        428524        442771            3.32038%            3.32465%               17721           262
                 206        428556        428524        442771            3.31682%            3.32465%               17771           264
                 208        428649        428526        442771            3.29457%            3.32408%               17877           266
                 210        428530        428526        442771            3.32305%            3.32408%               17890           268
                 212        428534        428528        442771            3.32206%            3.32368%               17990           270
                 214        428529        428528        442771            3.32331%            3.32368%               18045           272
                 216        428549        428528        442771            3.31857%            3.32368%               18126           274
                 238        428870        428531        442771            3.24134%             3.3228%               20265           304
                 240        428760        428531        442771            3.26761%             3.3228%               20289           306
                 242        428532        428531        442771             3.3227%             3.3228%               20433           308
                 242        434059        428532        442771            2.00704%            3.32279%               20819           310
                 244        428761        428532        442771            3.26747%             3.3227%               20850           312
                 246        428534        428532        442771            3.32225%             3.3227%               21004           314
                 248        428770        428532        442771            3.26522%             3.3227%               21140           316
                 250        428770        428532        442771            3.26522%             3.3227%               21186           318
                 252        428531        428532        442771             3.3228%             3.3227%               21317           320
                 253        428532        428531        442771            3.32256%             3.3228%               21440           322
                 252        428870        428531        442771            3.24134%             3.3228%               21510           322
                 251        428764        428531        442771            3.26665%             3.3228%               21557           322
                 253        428770        428532        442771            3.26522%             3.3227%               21570           324
                 255        428536        428532        442771            3.32169%            3.32256%               21586           326
                 257        428757        428532        442771            3.26838%            3.32256%               21769           328
                 259        428574        428533        442771            3.31251%            3.32254%               21787           330
                 261        428620        428533        442771            3.30149%            3.32254%               21828           332
                 263        428555        428533        442771            3.31717%            3.32254%               21920           334
                 265        428555        428533        442771            3.31703%            3.32248%               21946           336
                 267        428558        428533        442771            3.31628%            3.32248%               21968           338
                 269        428554        428533        442771            3.31744%            3.32248%               21978           340
                 270        428532        428534        442771            3.32256%            3.32225%               22148           342
                 272        428536        428532        442771            3.32169%            3.32256%               22166           344
                 273        428776        428534        442771            3.26394%            3.32225%               22214           346
                 275        428869        428534        442771            3.24142%            3.32225%               22316           348
                 277        428929        428534        442771            3.22697%            3.32206%               22397           350
                 278        428608        428534        442771             3.3043%            3.32206%               22903           352
                 279        428549        428535        442771            3.31867%            3.32187%               22903           354
                 281        428580        428535        442771            3.31108%            3.32187%               23268           356
                 283        428554        428536        442771            3.31744%            3.32175%               23313           358
                 285        428561        428536        442771            3.31577%            3.32175%               23386           360
                 287        428555        428536        442771            3.31702%            3.32175%               23434           362
                 289        428537        428536        442771            3.32148%            3.32169%               23561           364
                 291        428821        428536        442771            3.25308%            3.32169%               23591           366
                 290        428770        428536        442771            3.26535%            3.32169%               23647           366
                 292        428538        428536        442771            3.32123%            3.32169%               23770           368
                 291        428787        428536        442771            3.26114%            3.32169%               23791           368
                 290        428821        428536        442771            3.25308%            3.32169%               23825           368
                 288        428954        428537        442771            3.22094%            3.32148%               23954           368
                 290        428619        428537        442771             3.3018%            3.32148%               24217           370
                 292        428636        428538        442771            3.29771%            3.32123%               24424           372
                 290        428980        428538        442771            3.21477%            3.32123%               24566           372
                 292        428554        428539        442771            3.31738%            3.32092%               24569           374
                 294        428549        428539        442771            3.31865%            3.32092%               24769           376
                 295        428579        428539        442771            3.31122%            3.32092%               24825           378
                 294        428678        428540        442771            3.28754%            3.32072%               24939           378
                 296        428543        428540        442771            3.32007%            3.32072%               24944           380
                 297        433648        428542        442771            2.10381%            3.32038%               25187           382
                 296        434087        428542        442771            2.00051%            3.32024%               25745           384
                 294        428558        428548        442771            3.31647%            3.31882%               26251           386
                 295        428590        428548        442771            3.30862%            3.31882%               26541           388
                 297        428552        428549        442771            3.31776%            3.31867%               26548           390
                 299        428598        428549        442771            3.30683%            3.31867%               26791           392
                 301        428578        428549        442771            3.31163%            3.31865%               26864           394
                 303        428621        428549        442771            3.30125%            3.31865%               27023           396
                 305        428676        428549        442771            3.28785%            3.31865%               27167           398
                 307        433698        428549        442771            2.09193%            3.31857%               27208           400
                 305        434109        428549        442771            1.99539%            3.31854%               27848           402
                 306        428787        428550        442771            3.26124%             3.3183%               27967           404
                 308        428696        428550        442771             3.2831%             3.3183%               28275           406
                 310        434110        428551        442771            1.99515%            3.31803%               28374           408
                 309        428648        428552        442771            3.29481%            3.31776%               28804           410
                 310        428647        428552        442771            3.29503%            3.31776%               28884           412
                 311        428599        428552        442771             3.3066%            3.31776%               28951           414
                 313        428646        428552        442771            3.29519%            3.31776%               29069           416
                 315        428646        428552        442771            3.29519%            3.31776%               29174           418
                 314        428596        428552        442771            3.30722%            3.31776%               29288           418
                 316        428554        428554        442771            3.31728%            3.31744%               29293           420
                 318        428675        428554        442771             3.2882%            3.31744%               29371           422
                 320        428579        428554        442771            3.31128%            3.31744%               29385           424
                 322        428575        428554        442771            3.31225%            3.31744%               29395           426
                 324        428570        428554        442771             3.3136%            3.31744%               29457           428
                 326        428660        428554        442771            3.29189%            3.31744%               29544           430
                 328        428581        428554        442771            3.31092%            3.31738%               29562           432
                 330        428570        428554        442771            3.31359%            3.31738%               29600           434
                 332        428567        428554        442771            3.31427%            3.31738%               29637           436
                 332        434076        428554        442771            2.00308%            3.31728%               30056           438
                 334        429166        428555        442771            3.16991%            3.31717%               30118           440
                 336        433360        428555        442771            2.17156%            3.31717%               30209           442
                 338        433294        428555        442771            2.18718%            3.31717%               30222           444
                 340        433359        428555        442771            2.17174%            3.31717%               30349           446
                 342        429216        428555        442771            3.15812%            3.31717%               30422           448
                 343        433676        428555        442771            2.09723%            3.31717%               30495           450
                 342        433622        428555        442771            2.10971%            3.31703%               30955           452
                 343        433626        428555        442771            2.10884%            3.31702%               31214           454
                 345        428566        428558        442771            3.31442%            3.31647%               32141           460
                 347        434069        428558        442771            2.00477%            3.31628%               32223           462
                 346        434072        428561        442771            2.00395%            3.31577%               32882           464
                 347        433212        428566        442771            2.20643%            3.31458%               33035           466
                 349        429153        428566        442771            3.17318%            3.31458%               33122           468
                 349        428590        428566        442771            3.30862%            3.31442%               33223           470
                 350        428619        428566        442771            3.30167%            3.31442%               33435           472
                 350        433650        428567        442771            2.10323%            3.31427%               33789           474
                 352        428594        428567        442771            3.30764%            3.31412%               33802           476
                 354        428658        428567        442771            3.29233%            3.31412%               34069           478
                 356        433618        428567        442771            2.11071%            3.31412%               34098           480
                 357        428583        428567        442771            3.31026%            3.31412%               34140           482
                 359        436364        428567        442771            1.46831%            3.31412%               34169           484
                 361        428735        428570        442771            3.27385%             3.3136%               34441           486
                 362        428823        428570        442771            3.25255%             3.3136%               34564           488
                 364        428591        428570        442771            3.30844%            3.31359%               34588           490
                 366        428598        428570        442771            3.30682%            3.31359%               34689           492
                 365        428572        428570        442771            3.31298%            3.31359%               34748           492
                 367        433750        428570        442771            2.07977%            3.31346%               34809           494
                 368        428586        428570        442771             3.3096%            3.31346%               34874           496
                 370        436372        428570        442771            1.46629%            3.31346%               34934           498
                 372        428625        428572        442771            3.30016%            3.31307%               34995           500
                 374        428713        428572        442771             3.2791%            3.31307%               35115           502
                 376        428776        428572        442771            3.26386%            3.31307%               35246           504
                 378        428715        428574        442771            3.27854%            3.31251%               35417           506
                 380        428778        428574        442771             3.2633%            3.31251%               35589           508
                 382        428628        428574        442771            3.29959%            3.31251%               35737           510
                 384        428587        428575        442771            3.30948%            3.31225%               35799           512
                 385        428625        428575        442771            3.30027%            3.31225%               36031           514
                 387        428603        428578        442771            3.30547%            3.31163%               36050           516
                 389        428603        428578        442771            3.30557%            3.31163%               36086           518
                 391        428604        428578        442771            3.30543%            3.31163%               36121           520
                 393        433687        428579        442771             2.0945%            3.31128%               36165           522
                 392        428580        428579        442771            3.31104%            3.31122%               36666           524
                 394        428685        428580        442771            3.28587%            3.31108%               36769           526
                 396        428612        428580        442771            3.30331%            3.31108%               36941           528
                 398        428670        428580        442771             3.2895%            3.31108%               37054           530
                 400        428584        428580        442771             3.3101%            3.31104%               37116           532
                 402        428603        428580        442771            3.30554%            3.31104%               37181           534
                 404        428598        428580        442771            3.30677%            3.31104%               37187           536
                 406        434094        428581        442771            1.99886%            3.31092%               37251           538
                 406        428593        428583        442771            3.30786%            3.31026%               37601           540
                 408        428818        428583        442771            3.25373%            3.31026%               37723           542
                 408        434131        428584        442771             1.9901%             3.3101%               38121           544
                 407        428839        428586        442771            3.24876%             3.3096%               38330           544
                 406        428603        428586        442771            3.30563%             3.3096%               38355           544
                 408        428737        428587        442771            3.27336%            3.30948%               38559           546
                 410        428599        428587        442771            3.30654%            3.30948%               38656           548
                 412        428965        428587        442771            3.21835%            3.30948%               38793           550
                 414        428625        428590        442771            3.30033%            3.30862%               38812           552
                 416        428666        428590        442771            3.29028%            3.30862%               39039           554
                 418        428650        428590        442771            3.29415%            3.30862%               39233           556
                 420        428612        428590        442771            3.30336%            3.30862%               39240           558
                 421        433690        428591        442771            2.09389%            3.30844%               39379           560
                 422        428600        428593        442771            3.30639%            3.30786%               39593           562
                 424        436459        428593        442771            1.44612%            3.30786%               39673           564
                 426        433628        428593        442771            2.10852%            3.30786%               39690           566
                 428        428702        428594        442771            3.28176%            3.30764%               39761           568
                 427        428648        428594        442771            3.29474%            3.30764%               39860           568
                 429        428703        428594        442771            3.28135%            3.30764%               39957           570
                 431        428659        428596        442771            3.29207%            3.30716%               39999           572
                 433        428634        428596        442771            3.29806%            3.30716%               40075           574
                 434        428691        428598        442771            3.28434%            3.30683%               40367           576
                 433        428742        428598        442771            3.27198%            3.30683%               40462           576
                 435        428646        428598        442771            3.29517%            3.30683%               40539           578
                 437        428706        428598        442771            3.28062%            3.30682%               40644           580
                 436        428623        428598        442771            3.30072%            3.30682%               40665           580
                 438        428651        428598        442771            3.29396%            3.30682%               40739           582
                 438        433687        428598        442771            2.09445%            3.30677%               41158           584
                 440        428601        428599        442771            3.30612%             3.3066%               41159           586
                 439        428646        428599        442771            3.29516%             3.3066%               41400           586
                 441        428612        428599        442771            3.30331%            3.30654%               41511           588
                 442        428891        428599        442771            3.23624%            3.30654%               41803           590
                 441        428600        428600        442771             3.3063%            3.30639%               41833           590
                 443        436664        428600        442771            1.39839%            3.30639%               41860           592
                 445        433628        428600        442771            2.10852%            3.30639%               41876           594
                 439        435381        428603        442771            1.69726%            3.30557%               42768           594
                 441        428638        428603        442771            3.29724%            3.30554%               42834           596
                 443        428637        428603        442771             3.2973%            3.30554%               42864           598
                 445        428606        428603        442771            3.30476%            3.30554%               42871           600
                 445        435349        428603        442771            1.70473%            3.30547%               43267           602
                 445        435676        428604        442771            1.62848%            3.30543%               43626           604
                 447        428623        428606        442771            3.30063%            3.30476%               43660           606
                 449        428896        428606        442771              3.235%            3.30476%               43677           608
                 451        428641        428606        442771            3.29643%            3.30476%               43726           610
                 453        433876        428607        442771            2.05007%             3.3046%               43743           612
                 452        428655        428607        442771            3.29294%             3.3046%               43764           612
                 453        428609        428608        442771             3.3041%             3.3043%               43903           614
                 452        428873        428608        442771            3.24058%             3.3043%               44011           614
                 454        428882        428608        442771            3.23832%             3.3043%               44181           616
                 456        428649        428609        442771            3.29435%             3.3041%               44275           618
                 458        428876        428609        442771             3.2398%             3.3041%               44374           620
                 460        428935        428609        442771            3.22566%             3.3041%               44418           622
                 462        428656        428612        442771            3.29275%            3.30336%               44520           624
                 464        428721        428612        442771             3.2771%            3.30336%               44621           626
                 466        428730        428612        442771            3.27483%            3.30336%               44689           628
                 468        428617        428612        442771            3.30215%            3.30331%               44932           630
                 467        428633        428612        442771            3.29835%            3.30331%               44960           630
                 469        428621        428612        442771            3.30124%            3.30331%               45001           632
                 472        428625        428612        442771            3.30016%            3.30331%               45303           636
                 474        428623        428612        442771            3.30083%            3.30331%               45411           638
                 473        429015        428614        442771            3.20644%            3.30301%               45493           638
                 474        428691        428614        442771            3.28435%            3.30301%               45889           640
                 476        429002        428614        442771             3.2095%            3.30301%               45965           642
                 478        428685        428614        442771            3.28588%            3.30301%               46257           644
                 479        428710        428614        442771            3.27968%            3.30284%               46445           646
                 481        428741        428614        442771            3.27231%            3.30284%               46515           648
                 480        428668        428614        442771            3.28993%            3.30284%               46592           648
                 481        433738        428617        442771            2.08256%            3.30215%               46757           650
                 482        428637        428619        442771            3.29732%             3.3018%               47055           652
                 484        428906        428619        442771            3.23268%             3.3018%               47089           654
                 486        428853        428619        442771            3.24543%             3.3018%               47143           656
                 488        428728        428619        442771            3.27533%            3.30167%               47291           658
                 490        428662        428619        442771            3.29126%            3.30167%               47308           660
                 492        428739        428619        442771            3.27272%            3.30167%               47387           662
                 493        428647        428619        442771              3.295%            3.30166%               47402           664
                 494        428718        428619        442771            3.27785%            3.30166%               47412           666
                 495        428630        428619        442771            3.29903%            3.30166%               47472           668
                 497        429200        428620        442771            3.16194%            3.30149%               47536           670
                 498        433407        428620        442771            2.16045%            3.30149%               47660           672
                 500        433715        428621        442771            2.08787%            3.30125%               47703           674
                 500        428725        428621        442771            3.27615%            3.30124%               48171           676
                 502        428620        428621        442771            3.30133%            3.30124%               48254           678
                 499        434139        428620        442771            1.98822%            3.30133%               48627           678
                 501        428650        428621        442771            3.29419%            3.30124%               48788           680
                 503        428632        428623        442771            3.29866%            3.30083%               48885           682
                 505        428638        428623        442771            3.29718%            3.30083%               48987           684
                 507        428645        428623        442771            3.29538%            3.30083%               49051           686
                 509        436143        428623        442771            1.51966%            3.30072%               49068           688
                 509        434128        428623        442771            1.99076%            3.30063%               49440           690
                 508        433698        428624        442771            2.09193%            3.30052%               49971           692
                 509        428710        428624        442771            3.27968%            3.30047%               50232           694
                 508        428678        428624        442771            3.28755%            3.30047%               50335           694
                 510        428773        428624        442771            3.26451%            3.30047%               50380           696
                 512        428710        428625        442771            3.27987%            3.30033%               50482           698
                 514        428716        428625        442771            3.27834%            3.30033%               50543           700
                 516        428669        428625        442771            3.28956%            3.30033%               50549           702
                 517        433751        428625        442771            2.07952%            3.30027%               50758           704
                 518        428657        428625        442771            3.29251%            3.30026%               51028           706
                 520        428776        428625        442771            3.26383%            3.30026%               51131           708
                 522        428776        428625        442771            3.26383%            3.30026%               51313           710
                 521        433261        428625        442771            2.19492%            3.30016%               52174           712
                 520        428682        428625        442771            3.28649%            3.30016%               52222           712
                 519        428674        428625        442771            3.28853%            3.30016%               52263           712
                 521        433467        428628        442771            2.14639%            3.29959%               52315           714
                 520        428681        428628        442771            3.28671%            3.29959%               52338           714
                 519        428676        428628        442771            3.28797%            3.29959%               52356           714
                 521        428635        428628        442771            3.29785%            3.29956%               52412           716
                 523        428834        428628        442771            3.24993%            3.29956%               52525           718
                 525        428725        428628        442771            3.27617%            3.29956%               52548           720
                 527        428635        428629        442771            3.29779%            3.29919%               52617           722
                 529        428687        428629        442771            3.28533%            3.29919%               52617           724
                 531        428681        428629        442771            3.28672%            3.29919%               52662           726
                 531        428725        428632        442771            3.27606%            3.29866%               52730           728
                 532        428658        428632        442771            3.29227%            3.29866%               52843           730
                 534        428739        428634        442771            3.27289%            3.29806%               52954           732
                 536        428730        428634        442771            3.27496%            3.29806%               53015           734
                 538        428688        428634        442771            3.28514%            3.29806%               53098           736
                 539        428675        428635        442771             3.2883%            3.29785%               53109           738
                 540        428804        428635        442771            3.25701%            3.29785%               53165           740
                 542        428841        428635        442771            3.24832%            3.29785%               53216           742
                 544        433427        428635        442771            2.15572%            3.29779%               53274           744
                 546        429200        428635        442771            3.16194%            3.29779%               53405           746
                 544        428942        428636        442771            3.22399%            3.29771%               53555           746
                 546        428899        428636        442771            3.23416%            3.29771%               53623           748
                 548        428639        428636        442771            3.29687%            3.29771%               53797           750
                 550        428639        428637        442771            3.29678%            3.29732%               53970           752
                 549        428928        428637        442771            3.22718%            3.29732%               54111           752
                 551        428906        428637        442771            3.23268%            3.29732%               54147           754
                 553        428943        428637        442771            3.22377%             3.2973%               54165           756
                 555        428646        428637        442771            3.29516%             3.2973%               54193           758
                 557        428682        428637        442771            3.28646%             3.2973%               54240           760
                 555        428869        428638        442771            3.24151%            3.29724%               54357           760
                 557        428779        428638        442771            3.26312%            3.29724%               54553           762
                 559        428671        428638        442771             3.2891%            3.29718%               54758           764
                 561        428696        428638        442771             3.2831%            3.29718%               54800           766
                 563        428642        428638        442771            3.29614%            3.29718%               54858           768
                 565        428640        428639        442771            3.29654%            3.29687%               55006           770
                 567        428904        428639        442771            3.23303%            3.29687%               55024           772
                 569        428907        428639        442771            3.23231%            3.29687%               55087           774
                 565        433741        428641        442771            2.08171%            3.29643%               56179           776
                 565        436521        428641        442771            1.43175%            3.29638%               56508           778
                 564        428648        428641        442771            3.29471%            3.29638%               56541           778
                 566        433728        428641        442771            2.08487%            3.29638%               56574           780
                 568        428672        428642        442771              3.289%            3.29614%               56714           782
                 570        428726        428642        442771            3.27587%            3.29614%               56851           784
                 572        428720        428642        442771            3.27724%            3.29614%               56881           786
                 574        428645        428645        442771            3.29535%            3.29538%               57008           788
                 576        428704        428645        442771            3.28123%            3.29538%               57086           790
                 578        428676        428645        442771            3.28798%            3.29538%               57105           792
                 577        428850        428646        442771            3.24608%            3.29527%               58080           794
                 579        428699        428646        442771            3.28236%            3.29527%               58161           796
                 580        428789        428646        442771            3.26067%            3.29527%               58326           798
                 582        428701        428646        442771            3.28199%            3.29519%               58349           800

Killed
