  # unexplored nodes    LB at node            LB            UB         Gap at node                 Gap   # columns in pool    # BB Nodes
                 188        419664        419260        429753            2.40403%            2.50275%                8297           215
                 189        420671        419260        429753            2.15873%            2.50275%                8317           217
                 191        419304        419260        429753            2.49189%            2.50262%                8444           219
                 193        419277        419260        429753            2.49853%            2.50262%                8478           221
                 195        419287        419260        429753            2.49611%            2.50262%                8516           223
                 194        419279        419262        429753            2.49802%            2.50211%                8535           223
                 196        419302        419262        429753            2.49238%            2.50211%                8756           226
                 198        419279        419262        429753            2.49802%            2.50211%                8773           228
                 200        422255        419263        429753            1.77562%            2.50187%                8823           231
                 202        419268        419263        429753             2.5006%            2.50187%                8953           233
                 204        422283        419263        429753            1.76891%            2.50187%                9009           236
                 206        419295        419264        429753            2.49405%             2.5016%                9167           238
                 208        419285        419264        429753             2.4966%             2.5016%                9187           240
                 210        419272        419264        429753             2.4998%             2.5016%                9205           242
                 212        419274        419265        429753            2.49915%            2.50154%                9206           244
                 214        419305        419265        429753            2.49161%            2.50154%                9265           246
                 216        419353        419265        429753             2.4799%            2.50154%                9301           248
                 218        422283        419267        429753            1.76881%            2.50101%                9378           251
                 219        419280        419267        429753            2.49764%            2.50101%                9626           253
                 221        422039        419267        429753            1.82773%            2.50084%                9690           255
                 222        422100        419267        429753            1.81309%            2.50084%                9906           257
                 224        422124        419268        429753             1.8072%             2.5006%                9981           259
                 226        422079        419268        429753            1.81814%             2.5006%               10009           261
                 227        422012        419271        429753            1.83413%            2.50004%               10280           263
                 229        421970        419271        429753             1.8443%            2.50004%               10362           265
                 230        419307        419272        429753            2.49119%             2.4998%               10473           267
                 232        419295        419272        429753            2.49403%             2.4998%               10579           269
                 234        419289        419272        429753             2.4956%             2.4998%               10586           271
                 236        422277        419273        429753            1.77042%            2.49957%               10610           274
                 238        422280        419273        429753            1.76956%            2.49957%               10645           277
                 240        419275        419273        429753            2.49902%            2.49957%               10719           279
                 242        419310        419273        429753            2.49055%            2.49949%               10740           281
                 244        419301        419273        429753            2.49254%            2.49949%               10816           283
                 246        419280        419273        429753            2.49767%            2.49949%               10839           285
                 248        419284        419273        429753            2.49678%            2.49945%               10867           287
                 250        422995        419273        429753            1.59751%            2.49945%               11037           289
                 252        422995        419273        429753            1.59751%            2.49945%               11258           291
                 253        421971        419274        429753            1.84419%            2.49933%               11399           293
                 255        422011        419274        429753            1.83436%            2.49933%               11524           295
                 257        419321        419274        429753            2.48784%            2.49924%               11592           297
                 259        419299        419274        429753            2.49312%            2.49924%               11640           299
                 261        419284        419274        429753            2.49687%            2.49924%               11662           301
                 262        419323        419274        429753            2.48737%            2.49915%               11676           303
                 264        419298        419274        429753             2.4933%            2.49915%               11770           305
                 265        419332        419274        429753            2.48499%            2.49915%               11816           307
                 267        419345        419275        429753            2.48196%            2.49907%               11851           309
                 268        422576        419275        429753            1.69829%            2.49907%               11891           311
                 269        421119        419275        429753            2.05013%            2.49902%               11974           313
                 271        420040        419275        429753            2.31229%            2.49902%               11979           315
                 273        422185        419275        429753            1.79247%            2.49902%               12093           318
                 275        419310        419276        429753            2.49039%            2.49877%               12132           320
                 277        419283        419276        429753            2.49696%            2.49877%               12160           322
                 279        419304        419276        429753            2.49183%            2.49877%               12283           324
                 281        419281        419277        429753            2.49751%            2.49857%               12294           326
                 283        419406        419277        429753            2.46688%            2.49857%               12365           328
                 285        419322        419277        429753            2.48757%            2.49857%               12394           330
                 287        419302        419277        429753            2.49241%            2.49853%               12432           332
                 289        419324        419277        429753            2.48713%            2.49853%               12501           334
                 291        419287        419277        429753            2.49616%            2.49853%               12535           336
                 292        422012        419277        429753             1.8343%            2.49853%               12689           338
                 294        421969        419277        429753            1.84458%            2.49853%               12770           340
                 296        422112        419279        429753            1.81009%            2.49802%               12891           342
                 298        422027        419279        429753            1.83058%            2.49802%               12910           344
                 299        419308        419279        429753            2.49103%            2.49798%               13104           346
                 301        419350        419279        429753            2.48061%            2.49798%               13148           348
                 303        419287        419279        429753            2.49617%            2.49798%               13177           350
                 305        419284        419280        429753             2.4968%            2.49786%               13262           352
                 307        419331        419280        429753            2.48537%            2.49786%               13287           354

Killed
